x y z
0.0005215803015482 0.0005215803015482 0.0009463430134983
-0.0088791759484028 -0.0088791759484028 0.5088791759484028
-0.0006992320585116 0.5019398145433699 -0.0019398145433699
0.0005215803015482 0.4990536569865017 0.4994784196984517
0.5019398145433699 -0.0006992320585116 -0.0019398145433699
0.4990536569865017 0.0005215803015482 0.4994784196984517
0.4997231832656281 0.4997231832656281 0.0002768167343719
0.2494784196984517 0.2494784196984517 0.0009463430134983
0.2588791759484028 0.2588791759484028 0.5088791759484028
0.2506992320585116 0.7480601854566301 -0.0019398145433699
0.2494784196984517 0.7509463430134982 0.4994784196984517
0.7480601854566301 0.2506992320585116 -0.0019398145433699
0.7509463430134982 0.2494784196984517 0.4994784196984517
0.7502768167343720 0.7502768167343720 0.0002768167343719
0.7480601854566301 0.7480601854566301 0.5006992320585117
0.2588791759484028 -0.0088791759484028 0.2411208240515972
0.2494784196984517 0.0005215803015482 0.7490536569865018
0.2494784196984517 0.4990536569865017 0.2505215803015483
0.2506992320585116 0.5019398145433699 0.7519398145433699
0.7509463430134982 0.0005215803015482 0.2505215803015483
0.7480601854566301 -0.0006992320585116 0.7519398145433699
0.7480601854566301 0.5019398145433699 0.2493007679414884
0.7502768167343720 0.4997231832656281 0.7497231832656280
-0.0088791759484028 0.2588791759484028 0.2411208240515972
0.0005215803015482 0.2494784196984517 0.7490536569865018
0.0005215803015482 0.7509463430134982 0.2505215803015483
-0.0006992320585116 0.7480601854566301 0.7519398145433699
0.4990536569865017 0.2494784196984517 0.2505215803015483
0.5019398145433699 0.2506992320585116 0.7519398145433699
0.5019398145433699 0.7480601854566301 0.2493007679414884
0.4997231832656281 0.7502768167343720 0.7497231832656280
0.5019398145433699 0.5019398145433699 0.5006992320585117
0.1250000000000000 0.1250000000000000 0.3750000000000000
